title,author,journal,volume,number,pages,year,cite_id,cites
On the isomorphisms between evolution algebras of graphs and random walks,"P Cadavid, ML Rodiño Montoya, PM Rodriguez",Linear and Multilinear Algebra,,,1-20,2019,2952121402901264633,4
Box–Cox elliptical distributions with application,"RA Morán-Vásquez, SLP Ferrari",Metrika,82,(5),547-571,2019,17756795361887992701,4
Photothermal lens technique: a comparison between conventional and self-mixing schemes,"H Cabrera, I Ashraf, F Matroodi, EE Ramírez-Miquet, J Akbar, ...",Laser Physics,29,(5),055703,2019,3244870325553416155,4
Lower bounds for the energy of weighted digraphs,"MA Bhat, J Rada",Linear and Multilinear Algebra,67,(4),743-755,2019,6864582946606511996,4
Abundance and size of birds determine the position of the species in plant-frugivore interaction networks in fragmented forests,"S Montoya-Arango, JF Acevedo-Quintero, JL Parra",Community Ecology,20,(1),75-82,2019,16975505332200703040,4
"Electronic and optical properties of layered van der Waals heterostructure based on MS2 (M= Mo, W) monolayers","M Farkous, M Bikerouin, HTT Phung, M El-Yadri, E Feddi, F Dujardin, ...",Materials Research Express,6,(6),065060,2019,6079418118064352235,4
Phosphorous-Modified Beta Zeolite and Its Performance in Vacuum Gas Oil Hydrocracking Activity,"C Manrique, A Guzmán, R Solano, A Echavarría",Energy & Fuels,33,(4),3483-3491,2019,4620394017045573708,4
Contrasting Patterns of Floral Size Variation in Two Sympatric Species of Anthurium along an Elevation Gradient in a Tropical Mountain Forest,"SE Cuartas-Hernández, DJ Moreno-Betancur, M Gibernau, ...",International Journal of Plant Sciences,180,(3),209-219,2019,16268753589907850472,4
Molecular docking and in silico studies of the physicochemical properties of potential inhibitors for the phosphotransferase system of Streptococcus mutans,"WA Rivera-Pérez, AF Yépes-Pérez, MC Martínez-Pabón",Archives of oral biology,98,,164-175,2019,5753827194183307863,4
Theoretical analysis of the adsorption of ammonia–borane and their dehydrogenation products on the (001) surface of TiC and ZrC,"A Echeverri, C Cárdenas, M Calatayud, CZ Hadad, T Gomez",Surface Science,680,,95-106,2019,2611939283847345785,4
Noble gas dimers confined inside C 70,"S Gómez, A Restrepo",Physical Chemistry Chemical Physics,21,(28),15815-15822,2019,17106404791311371739,4
Getting better temporal and spatial ecology data for threatened species: using lightweight GPS devices for small primate monitoring in the northern Andes of Colombia,"C Sánchez-Giraldo, JM Daza",Primates,60,(1),93-102,2019,16075587273012423409,4
Vertex-degree-based topological indices over trees with two branching vertices,"R Cruz, C Marín, J Rada",Kragujevac J. Math.,43,(3),399-411,2019,12744224912275496696,4
Hacia un modelo de medición de la ciencia desde el Sur Global: métricas responsables,"G Vélez Cuartas, A Uribe-Tirado, D Restrepo-Quintero, J Ochoa-Gutierrez, ...",Palabra clave,8,(2),,2019,5977129771477351862,4
Distribution of iridescent colours in hummingbird communities results from the interplay between selection for camouflage and communication,"H Gruson, M Elias, JL Parra, C Andraud, S Berthier, C Doutrelant, ...",bioRxiv,,,586362,2019,16879578185423080955,4
Empowering Latina scientists,"XE Bernal, B Rojas, MA Pinto, ÁM Mendoza-Henao, A Herrera-Montes, ...",Science,363,(6429),825-826,2019,11585225462839076833,4
Theoretical study on optical response in nanostructures in the Born–Markov regime: The role of spontaneous emission and dephasing,"AA Portacio, BA Rodríguez, P Villamil",Annals of Physics,400,,279-288,2019,12485580639545338144,4
"Association of Native American ancestry and common variants in ACE, ADIPOR2, MTNR1B, GCK, TCF7L2 and FTO genes with glycemic traits in Colombian population","MA Caro-Gomez, CA Naranjo-González, N Gallego-Lopera, ...",Gene,677,,198-210,2018,6793732774221160466,4
"Synthesis, anti-parasitic activity and QSAR study of a new library of polysubstituted tetrahydronaphtho [1, 2-b] azepines","AF Yépes, A Bahsas, P Escobar, J Cobo, A Palma, JCG Martinez, R Enriz",Medicinal Chemistry Research,27,(10),2239-2264,2018,11465078845215500984,4
Transcriptomic analyses of cacao cell suspensions in light and dark provide target genes for controlled flavonoid production,"AM Gallego, LF Rojas, O Parra, HA Rodriguez, JCM Rivas, AI Urrea, ...",Scientific reports,8,(1),1-14,2018,6612079424683497626,4
Thermodynamic evaluation of carbon dioxide gasification reactions at oxy-combustion conditions,"K Palacio, A Sanchez, JF Espinal",Combustion Science and Technology,190,(9),1515-1527,2018,2117478906806707238,4
"Fecundidad de las especies de peces más abundantes en el área de influencia de los embalses en cascada Porce II y Porce III, Antioquia, Colombia","A Loaiza-Santana, JP Londoño-Velasquez, LF Jiménez-Segura",Actualidades Biológicas,40,(108),38-45,2018,7337941554727702232,4
Bioactive films of zein/magnetite magnetically stimuli-responsive for controlled drug release,"T Marín, P Montoya, O Arnache, R Pinal, J Calderón",Journal of Magnetism and Magnetic Materials,458,,355-364,2018,10000136533507569928,4
Activation and diffusion of ammonia borane hydrogen on gold tetramers,"L Mejía, F Ferraro, E Osorio, CZ Hadad",International Journal of Quantum Chemistry,118,(13),e25567,2018,3244686607440038450,4
Potencial de lixiviación del Clorpirifos en un Entisol colombiano,"S Correa Zuluaga, CD Ramos Contreras, JC Tangarife Ramírez, ...",Revista EIA,15,(29),47-58,2018,6582272149370268536,4
Newton gauge cosmological perturbations for static spherically symmetric modifications of the de Sitter metric,"C Santa Vélez, AE Romano",Journal of Cosmology and Astroparticle Physics,2018,(05),041,2018,9073627897892175895,4
Polyplex System Versus Nucleofection for Human Skin Cell Transfection and Effect of Internal Ribosome Entry Site Sequence,"NY Becerra Colorado, CM Arenas Gómez, MI Patiño Vargas, ...",Tissue Engineering Part C: Methods,24,(4),233-241,2018,8243427771877901826,4
Optical absorption and electroabsorption related to electronic and single dopant transitions in holey elliptical GaAs quantum dots,"JA Vinasco, MA Londoño, RL Restrepo, ME Mora‐Ramos, EM Feddi, ...",physica status solidi (b),255,(4),1700470,2018,16028573572550740889,4
In vitro propagation of avocado (Persea americana Mill.) cv. Hass through morphogenesis,"C Restrepo Osorio, FA Gómez Velásquez, A Gil Correal, ...",Acta Agronómica,67,(1),160-167,2018,3725435827805246632,4
In vitro UV absorption properties and radical scavenging capacity of Morella parvifolia (Benth.) Parra-Os. extracts,"MA Puertas-Mejía, MI Gutierrez-Villegas, JC Mejía-Giraldo, R Winkler, ...",Brazilian Journal of Pharmaceutical Sciences,54,(3),,2018,5463389173431779280,4
Effects of silica nanoparticles and silica-zirconia nanoclusters on tribological properties of dental resin composites,"HA Rodríguez, H Casanova",Journal of Nanotechnology,2018,,,2018,6398933132514029640,4
Electrochemical determination of mangiferin using glassy carbon electrodes modified with carbonaceous nanomaterials,"J Hoyos-Arbeláez, GR García, FJ Arévalo, M Vázquez, H Fernández, ...",Journal of Electroanalytical Chemistry,808,,1-7,2018,7909977006227429783,4
"Two new lithophytic species of the genus Peperomia (Piperaceae) from the state of Chiapas, Mexico.","R Garcia-Martinez, CR Beutelspacher-Baigts, R Callejas-Posada, ...",Phytotaxa,338,(1),109-116,2018,10453465179944659443,4
Entropy drives the insertion of ibuprofen into model membranes,"N Rojas-Valencia, I Lans, M Manrique-Moreno, CZ Hadad, A Restrepo",Physical Chemistry Chemical Physics,20,(38),24869-24876,2018,11239000644263833809,4
Shallow evolutionary divergence between two Andean hummingbirds: Speciation with gene flow?,"C Palacios, S García, JL Parra, AM Cuervo, FG Stiles, JE McCormack, ...",BioRxiv,,,249755,2018,10251691128178363175,4
Understanding the loss of electrochemical activity of nanosized LiMn 2 O 4 particles: a combined experimental and ab initio DFT study,"EA Velásquez, DPB Silva, JB Falqueto, J Mejía-López, N Bocchi, ...",Journal of Materials Chemistry A,6,(30),14967-14974,2018,3336602611397102377,4
Extremal graphs with respect to the total-eccentricity index,"R Farooq, MA Malik, J Rada",arXiv preprint arXiv:1711.07021,,,,2017,14436315965265267770,4
Energy of matrices,"D Bravo, F Cubría, J Rada",Applied Mathematics and Computation,312,,149-157,2017,17005690502980926728,4
Polaronic effects on the off-center donor impurity in AlAs/GaAs/SiO2 spherical core/shell quantum dots,"M El Haouari, E Feddi, F Dujardin, RL Restrepo, ME Mora-Ramos, ...",Superlattices and Microstructures,111,,457-465,2017,5137966517207636293,4
Antimicrobial activity of cationic peptides designed from neutral peptide,"JF Oñate-Garzón, M Manrique-Moreno, E Patino Gonzalez",Acta Biológica Colombiana,22,(2),157-164,2017,4673062601573451297,4
"Aristolochia keratuma (Aristolochiaceae), nueva especie de la serie Thyrsicae del Chocó (Colombia) y clave de identificación para sus especies","F González, N Pabón-Mora",Caldasia,39,(1),50-58,2017,11441746336317982868,4
Electron Raman Scattering and Raman Gain in Pyramidal Semiconductor Quantum Dots,"K Monsalve-Calderón, A Gil-Corrales, AL Morales, RL Restrepo, ...",Journal of nanoscience and nanotechnology,17,(2),1140-1148,2017,1131613440932080871,4
Dimension-dependent band alignment and excitonic effects in graphitic carbon nitride: a many-body perturbation and time-dependent density functional theory study,"WF Espinosa-García, JM Osorio-Guillén, CM Araujo",RSC advances,7,(71),44997-45002,2017,5304645031276956348,4
Waterborne hyperbranched alkyd-acrylic resin obtained by miniemulsion polymerization,"E Murillo, B López",Polímeros,26,(4),343-351,2016,186013982130103118,4
Semi-supervised recognition of the Diploglossus millepunctatus lizard species using artificial vision algorithms,"JH Giraldo-Zuluaga, A Salazar, JM Daza",arXiv preprint arXiv:1611.02803,,,,2016,2158156890223601226,4
"Polychaetes from Red Mangrove (Rhizophora mangle) and their relationship with the water conditions in The Gulf of Urabá, Colombian Caribbean","V Fernandez-Rodríguez, MH Londoño-Mesa, JJ Ramírez-Restrepo",Acta Biológica Colombiana,21,(3),611-618,2016,3027014917066638391,4
Caracterización de los compuestos del aroma en rones colombianos por HS-SPME-GC-MS-O,"J Osorio Monsalve, C López, J Zapata",Revista Colombiana de Química,45,(2),48-54,2016,9765634355689454543,4
Fish species from a micro‐tidal delta in the Caribbean Sea,"T Correa‐Herrera, LF Jiménez‐Segura, M Barletta",Journal of fish biology,89,(1),863-875,2016,10610336861008323436,4
Interband emission energy in a dilute nitride quaternary semiconductor quantum dot for longer wavelength applications,"PU Mageshwari, AJ Peter, CW Lee, CA Duque",Physica E: Low-dimensional Systems and Nanostructures,81,,102-107,2016,15237798278173211469,4
Dynamics of entanglement and quantum discord in the Tavis–Cummings model,"J Restrepo, BA Rodríguez",Journal of Physics B: Atomic,,,,2016,17989279320902459144,4
On some subclasses of delta-subharmonic functions with nonnegative harmonic majorants in the half-plane,"AM Jerbashian, JE Restrepo",Journal of Contemporary Mathematical Analysis,51,(3),134-147,2016,10780401172619772270,4
String and band complexes over certain algebra of dihedral type,"H Giraldo, JA Vélez-Marulanda",Algebras and Representation Theory,19,(2),419-433,2016,1261902376928308648,4
Matrix variate Macdonald distribution,"DK Nagar, A Roldán-Correa, AK Gupta",Communications in Statistics-Theory and Methods,45,(5),1311-1328,2016,6743365721447024613,4
"In vitro photoprotection and antioxidant capacity of Sphagnum meridense extracts, a novel source of natural sunscreen from the mountains of Colombia","JC Mejía-Giraldo, C Gallardo, MA Puertas-Mejía",Pure and Applied Chemistry,87,(9-10),961-970,2015,13691108582452097534,4
A systematic first‐principles study of the tungsten trioxide polymorphs,"JC Alvarez‐Quiceno, GM Dalpian, JM Osorio‐Guillén",physica status solidi (b),252,(10),2290-2295,2015,7543680062332132908,4
Autocorrelation measurement of an ultra-short optical pulse using an electrically focus-tunable lens,"J Serna, A Hamad, E Rueda, H Garcia",Journal of Optics,17,(10),105505,2015,3457099153053217543,4
Regeneration potential of Psychotria ipecacuanha (Rubiaceae) from thin cell layers,"C Botero Giraldo, AI Urrea Trujillo, EJ Naranjo Gomez",Acta Biológica Colombiana,20,(3),181-192,2015,13935657888963484952,4
Admixture between historically isolated mitochondrial lineages in captive western gorillas: recommendations for future management,"ID Soto-Calderón, JL Dew, RA Bergl, MI Jensen-Seaman, NM Anthony",Journal of Heredity,106,(3),310-314,2015,10802940983152626639,4
Bridging the gap between discrete and continuous magnetic models in the scaling approach,"EA Velásquez, J Mazo-Zuluaga, P Vargas, J Mejía-López",Physical Review B,91,(13),134418,2015,14692795684353538899,4
Current research on plant-growth promoting rhizobacteria in Latin America: meeting report from the 2nd Latin American PGPR workshop,"C Valverde, C Ramírez, JW Kloepper, F Cassán",Journal of Plant Growth Regulation,34,(1),215-219,2015,8905602548566392013,4
"Rediscovery and conservation status of the “cloud fern,” Nephopteris maxonii (Pteridaceae), with notes on its anatomical traits","F González, R Callejas-Posada, N Pabón-Mora",Brittonia,67,(1),59-67,2015,13253000243473127817,4
Complex reaction networks in high temperature hydrocarbon chemistry,"I Mutlay, A Restrepo",Physical Chemistry Chemical Physics,17,(12),7972-7985,2015,12736101195711777702,4
"Rizospheric Microbiota of Espeletia Spp. from Santa Inés and Frontino-Urrao Paramos in Antioquia, Colombia","PX LIZARAZO-MEDINA, D Gomez-Vasquez",Acta Biológica Colombiana,20,(1),175-182,2015,12666878334936534361,4
"Study of mechanical, tribological and thermal stability properties of TiAlN coatings with low aluminum content","E Camps, JS Restrepo, S Muhl, JG Quiñones-Galván",J. Mater. Sci. Eng. B,5,,331-339,2015,4571350298021476015,4
Influence of tetrahydrofuran (THF) in the synthesis of zeolite ZK-5,"LJ Garces, B Hincapie, X Shen, VD Makwana, DR Corbin, A Sacco, ...",Microporous and mesoporous materials,198,,9-14,2014,12323179176504543847,4
Genetic variation and the potential response to selection on leaf traits after habitat degradation in a long-lived cycad,"C Lopez-Gallego, P O’Neil",Evolutionary ecology,28,(4),775-791,2014,9219547811987183847,4
Disrupting the methionine biosynthetic pathway in Candida guilliermondii: characterization of the MET2 gene as counter‐selectable marker,"EJ Obando Montoya, C Mélin, N Blanc, A Lanoue, E Foureau, ...",Yeast,31,(7),243-251,2014,11224833644092112672,4
Methods of screening T1R1/T1R3 receptors for compounds that modulate umami taste signaling,"M Zoller, X Li, L Staszewski, S O'connell, S Zozulya, JE Adler, H Xu, ...","US Patent 8,759,015",,,,2014,9161053621111440581,4
Parallelizing an algorithm to find the maximal clique on interval graphs on graphical processing units,"C Trefftz, A Santamaría-Galvis, R Cruz",IEEE International Conference on Electro/Information Technology,,,100-102,2014,506650404892901714,4
"Edge effect on blue crab population Cardisoma guanhumi (Decapoda: Gecarcinidae) in the mangrove of El Uno Bay, Uraba Gulf (Colombia): an approximation to the folk catchery","A Arroyave-Rincón, V Amortegui-Torres, JF Blanco-Libreros, A Marín",Actualidades Biológicas,36,(100),47-57,2014,8909334577852227711,4
Engineering iron oxide nanoparticles for biomedicine and bioengineering applications,"JP Urquijo, H Casanova, AL Morales",Revista Facultad de Ingeniería Universidad de Antioquia,,,230-243,2014,10476934643137540794,4
Thickness and bilayer number dependence on exchange bias in ferromagnetic/antiferromagnetic multilayers based on La1− xCaxMnO3,"E Restrepo-Parra, JD Agudelo-Giraldo, J Restrepo",Physica B: Condensed Matter,440,,61-66,2014,14692716191320487057,4
A new species of Feuerborniella (Diptera: Psychodidae) from the paramo of Colombia,"D Cordeiro, F Bravo, M Wolff, CJB Carvalho",Acta Entomologica Musei Nationalis Pragae,54,(1),377-382,2014,3662801227944506762,4
Innermost stable circular orbits and epicyclic frequencies around a magnetized neutron star,"AF Gutiérrez-Ruiz, LA Pachón, CA Valenzuela-Toledo",Universitas Scientiarum,19,(1),63-73,2014,8130215670115429968,4
Estimation of Photosynthetically Active Radiation (PAR) using a low cost spectrometer,"JSB Valencia, S Navarro, N Giraldo, L Atehortua",IEEE Latin America Transactions,12,(2),107-111,2014,2904962937336266151,4
"Gorgona, Baudó y Darién (Chocó Biogeográfico, Colombia): ecorregiones modelo para los estudios ecológicos de comunidades de quebradas costeras","JF Blanco, C Escobar-Sierra, JD Carvajal-Quintero",Revista de Biología Tropical,62,,43-64,2014,12702043713576978362,4
Double-Donor Energy Structure in Concentric Quantum Rings under Magnetic Field and Hydrostatic Pressure,"MR Fulla, JH Marín, D Londoño, CA Duque, ME Mora-Ramos",Acta Physica Polonica A,125,(2),220-223,2014,14540838272788598742,4
Antagonismo de Purpureocillium sp. (cepa UdeA0106) con hongos aislados de cultivos de flores,"DA Salazar-Moncada, C Jaramillo-Mazo, J Vásquez-Restrepo, C Ramírez, ...",Actualidades Biológicas,36,(100),23-31,2014,3706380125071940275,4
Structural and hyperfine properties of Mn and Co-incorporated akaganeites,"AE Tufo, KE García, CA Barrero, EE Sileo",Hyperfine Interactions,224,(1),239-250,2014,657690731074225321,4
Specific de-SUMOylation triggered by acquisition of spatial learning is related to epigenetic changes in the rat hippocampus,"S Castro-Gomez, A Barrera-Ocampo, G Machado-Rodriguez, ...",Neuroreport,24,(17),976-981,2013,18361439232778612231,4
Testing equality of several correlation matrices,"AK Gupta, BE Johnson, DK Nagar",Revista Colombiana de Estadística,36,(2),237-258,2013,4987575410377433531,4
Formación en habilidades y competencias Científicas con base en la nanociencia y la Nanotecnología en la básica secundaria y Media,"H Jaramillo, D Álvarez, C Duque, RL Restrepo, Á Morales",MOMENTO,,,92-104,2013,9055190305114037337,4
Simultaneous determination of the two recoilless f-fractions of akaganeite using a single Mössbauer spectrum,"CA Barrero, KE García, JC Coa",Journal of Physics and Chemistry of Solids,74,(7),1012-1016,2013,138875818688063686,4
Estadios inmaduros e historia natural de la mariposa de los Andes Altinote trinacria cf unicolor (Nymphalidae: Heliconiinae: Acraeini).,"PV Duque, AB Velez, EMB Flores, DL Castillo, M Wolff",Tropical Lepidoptera Research,,,44-53,2013,1463811220696515837,4
Conduction electron spin resonance in AlB2,"LM Holanda, L Mendonça-Ferreira, RA Ribeiro, JM Osorio-Guillén, ...",Journal of Physics: Condensed Matter,25,(21),216001,2013,18372177267435344639,4
Production of carbon nanotubes and hydrogen by catalytic ethanol decomposition,"J Gallego, G Sierra Gallego, C Daza, R Molina, J Barrault, ...",Dyna,80,(178),78-85,2013,9366351125779539466,4
Temperaturnoe pole turbulentnogo potoka v skvazhine,"AI Filippov, OV Ahmetova, AS Rodionov",Teplofizika vysokih temperature,51,(2),277-286,2013,3302387882574599794,4
Detección de objetos y estimación de su profundidad mediante un algoritmo de estéreo basado en segmentación,"J Gallego, P Compañ, P Arques, C Villagrá, R Molina",II Congreso Español de Informática,1,,1-8,2007,15677524829984242597,4
On the characterization of the space of derivations in evolution algebras,"YC Casado, P Cadavid, MLR Montoya, PM Rodriguez",Annali di Matematica Pura ed Applicata (1923-),200,(2),737-755,2021,1999746325291590177,3
"Mangrove research in Colombia: Temporal trends, geographical coverage and research gaps","GA Castellanos-Galindo, LC Kluger, MA Camargo, J Cantera, ...",Estuarine,,,,2021,14120440474363263530,3
Extremal spectral radius of graphs with rank 4,"J Monsalve, J Rada",Linear Algebra and its Applications,609,,1-11,2021,11971995868519045713,3
Expression of gynoecium patterning transcription factors in Aristolochia fimbriata (Aristolochiaceae) and their contribution to gynostemium development,"P Peréz-Mesa, CI Ortíz-Ramírez, F González, C Ferrándiz, N Pabón-Mora",EvoDevo,11,(1),1-16,2020,13336254752154286126,3
Changes in Phytoplankton Communities in a Tropical Estuary in the Colombian Caribbean Sea,"N Córdoba-Mena, L Florez-Leiva, L Atehortúa, E Obando",Estuaries and Coasts,43,(8),2106-2127,2020,7810792095592511822,3
Identifying Genes Involved in Alkaloid Biosynthesis in Vinca minor through Transcriptomics and Gene Co-Expression Analysis,"EA Stander, LJ Sepúlveda, T Dugé de Bernonville, I Carqueijeiro, ...",Biomolecules,10,(12),1595,2020,143395637496357294,3
Binding of SARS–CoV–2 to cell receptors: a tale of molecular evolution,"SA Gómez, N Rojas-Valencia, S Gómez, F Egidi, C Cappelli, A Restrepo",ChemBioChem,21,,1-10,2020,4475250472638161506,3
Extremal values of vertex‐degree‐based topological indices of coronoid systems,"R Cruz, AD Santamaría‐Galvis, J Rada",International Journal of Quantum Chemistry,,,e26536,2020,11008420446695382342,3
Deep learning merger masses estimation from gravitational waves signals in the frequency domain,"JP Marulanda, C Santa, AE Romano",Physics Letters B,810,,135790,2020,8929584252850823309,3
Linear and nonlinear optical properties of a single dopant in GaN conical quantum dot with spherical cap,"A El Aouami, M Bikerouin, K Feddi, N Aghoutane, M El-Yadri, E Feddi, ...",Philosophical Magazine,100,(19),2503-2523,2020,10635775775438985358,3
"Mode of action of a formulation containing hydrazones and saponins against leishmania spp. Role in mitochondria, proteases and reinfection process","YAU Zapata, F Echeverri, W Quinones, F Torres, M Nacher, LI Rivas, ...",International Journal for Parasitology: Drugs and Drug Resistance,13,,94-106,2020,6527869161807194640,3
Modeling surface chemistry and adsorption behavior of biomimetic chitosan/silica hybrid materials,"J Diosa, JC Poveda-Jaramillo, F Ramirez-Rodríguez, M Mesa",Journal of Materials Research and Technology,9,(4),8092-8103,2020,15430350059494724479,3
Vertex-degree based topological indices of graphene,J Rada,Polycyclic Aromatic Compounds,,,1-9,2020,11073280636196527695,3
TOCOSH FLOUR (Solanum tuberosum L.): A Toxicological Assessment of Traditional Peruvian Fermented Potatoes,"JR Velasco-Chong, O Herrera-Calderón, JP Rojas-Armas, ...",Foods,9,(6),719,2020,16025415750524470941,3
Universal deformation rings of finitely generated Gorenstein-projective modules over finite dimensional algebras,"V Bekkert, H Giraldo, JA Vélez-Marulanda",Journal of Pure and Applied Algebra,224,(5),106223,2020,15669879738938787382,3
"Demography and habitat use of Caimancrocodilus in two contrasting channels in the Middle Magdalena River drainage, Colombia","VM Cartagena-Otálvaro, VP Páez, D Alzate-Estrada, BC Bock",Herpetological Conservation and Biology,15,(1),49-60,2020,2821517209065648025,3
Grain boundary anisotropy on nano-polycrystalline magnetic thin films,"JD Agudelo-Giraldo, E Restrepo-Parra, J Restrepo",Scientific reports,10,(1),1-11,2020,12897998342624524564,3
Domination in hexagonal chains,"S Bermudo, RA Higuita, J Rada",Applied Mathematics and Computation,369,,124817,2020,5077416093490511181,3
Coordinate independent approach to the calculation of the effects of local structure on the luminosity distance,"SA Vallejo-Peña, AE Romano",Journal of Cosmology and Astroparticle Physics,2020,(03),023,2020,4171660700531620407,3
Impurity-related optical response in a 2D and 3D quantum dot with Gaussian confinement under intense laser field,"H Sari, E Kasapoglu, S Sakiroglu, I Sökmen, CA Duque",Philosophical Magazine,100,(5),619-641,2020,3718516661907762593,3
Tailoring dual reversal modes by helicity control in ferromagnetic nanotubes,"HD Salinas, J Restrepo, Ò Iglesias",Physical Review B,101,(5),054419,2020,8873212403322774732,3
New stable phases of glycine crystals,"D Guerra, LA Gómez, A Restrepo, J David",Chemical Physics,530,,110645,2020,1734319405760024641,3
Phylogenetic and pathogenic variability of strains of Ralstonia solanacearum causing moko disease in Colombia,"M Ramírez, RN Moncada, V Villegas‐Escobar, RW Jackson, CA Ramírez",Plant Pathology,69,(2),360-369,2020,11256677053115373967,3
Comparison of the photoprotective effect between hydrolyzed and aglycones flavonoids as sunscreen: A systematic review,"YA Monsalve-Bustamante, MA Puertas-Mejia, JC Mejia-Giraldo",Journal of Applied Pharmaceutical Science,10,(1),116-123,2020,9715023830974246705,3
Differential Profile of Systemic Extracellular Vesicles From Sporadic and Familial Alzheimer’s Disease Leads to Neuroglial and Endothelial Cell Degeneration,"J Villar-Vesga, J Henao-Restrepo, DC Voshart, D Aguillon, A Villegas, ...",Frontiers in Aging Neuroscience,12,,,2020,14514469450077503561,3
Model of the light sword intraocular lens: in-vitro comparative studies,"K Petelczyc, A Kolodziejczyk, N Błocki, A Byszewska, Z Jaroszewicz, ...",Biomedical optics express,11,(1),40-54,2020,1422559164963521997,3
"The Interaction between Amyloid Prefibrillar Oligomers of Salmon Calcitonin and a Lipid-Raft Model: Molecular Mechanisms Leading to Membrane Damage, Ca2+-Influx and Neurotoxicity","M Diociaiuti, C Bombelli, L Zanetti-Polzi, M Belfiore, R Fioravanti, ...",Biomolecules,10,(1),58,2020,1532620710059108742,3
Shapes of Auslander-Reiten Triangles,"ER Alvares, SM Fernandes, H Giraldo",Algebras and Representation Theory,,,1-18,2019,3370480929097049195,3
Probing homogeneity with standard candles,"HW Chiang, AE Romano, F Nugier, P Chen",Journal of Cosmology and Astroparticle Physics,2019,(11),016,2019,11063728630072721906,3
Background impurities and a delta-doped QW. Part I: Center doping,"V Akimov, V Tulupenko, CA Duque, AL Morales, R Demediuk, ...",Semiconductor Science and Technology,34,(12),125009,2019,15386658226617136123,3
"Antiaging activity, molecular docking, and prediction of percutaneous absorption parameters of quinoline–hydrazone hybrids","E Osorio, K Bravo, W Cardona, A Yepes, EH Osorio, JC Coa",Medicinal Chemistry Research,28,(11),1959-1973,2019,15628309353709737063,3
Metabolomic profile of cacao cell suspensions growing in blue light/dark conditions with potential in food biotechnology,"AM Gallego, LF Rojas, HA Rodriguez, C Mora, L Atehortúa, AI Urrea, ...",Plant Cell,,,,2019,727076369813226043,3
"Pervasively high mangrove productivity in a major tropical delta throughout an ENSO cycle (Southern Caribbean, Colombia)","JM Riascos, JF Blanco-Libreros",Estuarine,,,,2019,440305323626900688,3
Maximal augmented Zagreb index of trees with at most three branching vertices,"R Cruz, JD Monsalve, J Rada",IEEE Access,7,,146652-146661,2019,129993647950135399,3
String and band complexes over string almost gentle algebras,"A Franco, H Giraldo, P Rizzo",arXiv preprint arXiv:1910.04012,,,,2019,9619157194480841239,3
Derived tame Nakayama algebras,"V Bekkert, H Giraldo, JA Velez-Marulanda",arXiv preprint arXiv:1910.01494,,,,2019,980533054228567718,3
Virtual and experimental screening of phenylfuranchalcones as potential anti-Leishmania candidates,"R Ochoa, E García, SM Robledo",Journal of Molecular Graphics and Modelling,91,,164-171,2019,7368989303195700889,3
A time-energy delayed-choice interference experiment for the undergraduate laboratory,"J Castrillón, EJ Galvez, BA Rodriguez, O Calderón-Losada",European Journal of Physics,40,(5),055401,2019,5277078143919110137,3
Optimal model for a set of Markov processes,"JE García, SLM Londoño",AIP Conference Proceedings,2116,(1),130002,2019,9824497542518787161,3
One-and two-photon-induced magneto-optical properties of hyperbolic-type quantum wells,"ND Hien, DV Thuan, CA Duque, E Feddi, F Dujardin, LTT Phuong, BD Hoi, ...",Optik,185,,1261-1269,2019,5722166730479416251,3
Balancing biofunctional and biomechanical properties using porous titanium reinforced by carbon nanotubes,"JJ Pavón, D López, F Mondragón, J Gallego, SL Arias, K Luitjohan, ...",Journal of Biomedical Materials Research Part A,107,(4),719-731,2019,10363573768244603817,3
Genetic mechanisms underlying perianth epidermal elaboration of Aristolochia ringens Vahl (Aristolochiaceae),"H Suárez-Baron, JF Alzate, F González, BA Ambrose, N Pabón-Mora",Flora,253,,56-66,2019,14507961794183985551,3
Floral MADS‐box protein interactions in the early diverging angiosperm Aristolochia fimbriata Cham. (Aristolochiaceae: Piperales),"P Peréz‐Mesa, H Suárez‐Baron, BA Ambrose, F González, ...",Evolution & development,21,(2),96-110,2019,13792468624568648948,3
Structural and Hysteretic Properties of La 0.7 Ca 0.3− x Sr x MnO 3 Manganites Using the Hydrothermal Route,"LC Rave-Osorio, V Londoño-Calderón, J Restrepo, O Arnache, ...",Journal of Superconductivity and Novel Magnetism,32,(3),571-582,2019,406220333802351301,3
"Habitat use and activity patterns of Leopardus pardalis (Felidae) in the Northern Andes, Antioquia, Colombia","S García-R, S Botero-Cañola, C Sánchez-Giraldo, S Solari",Biodiversity,20,(1),5-19,2019,14833567990754918915,3
"Revision of the Neotropical Neuratelia Rondani (Diptera, Mycetophilidae, Sciophilinae): two new species, a new combination, and a new synonym","C Henao-Sepúlveda, M Wolff, D de Souza Amorim",ZooKeys,861,,63,2019,10669663182091039605,3
Frequency analysis of the g. 7081T> G/A and g. 10872T> G polymorphisms in the FCGR3A gene (CD16A) using nested PCR and their functional specific effects,"CA Pérez-Romero, IP Sánchez, L Naranjo-Piedrahita, JC Orrego-Arango, ...",Genes & Immunity,20,(1),39-45,2019,15959888120952691029,3
An adaptive finite element method for a time‐dependent Stokes problem,"R Prato Torres, C Domínguez, S Díaz",Numerical Methods for Partial Differential Equations,35,(1),325-348,2019,15519836754642678661,3
